registrationid,vendorid,VendorBids_Code,VendorBids_Name,VendorBids_Email,VendorBids_City,VendorBids_State,EDS_VendorId,EDS_Code,EDS_Name,EDS_Email,EDS_City,EDS_State,VendorBids_Status,EDS_Status
228,228,0210,A-V MATERIAL,,SYOSSET,NY,228,0210,A-V MATERIAL,,SYOSSET,NY,Inactive,Inactive
15881,1711123,9658,"A-Van Electrical Supply, Inc. ",,Hawthorne,NJ,1711123,9658,"A-Van Electrical Supply, Inc. ",christine@avanelectricalsupply.com,Hawthorne,NJ,Active,Active
4339,4339,4395,A-Z MUSIC CENTER,,TRENTON,NJ,4339,4395,A-Z MUSIC CENTER,,TRENTON,NJ,Active,Active
6878,6878,7891,A. B. DICK COMPANY,,DES PLAINES,IL,6878,7891,A. B. DICK COMPANY,,DES PLAINES,IL,Active,Active
2214,2214,2238,A. BERGER PAPER PRODUCTS,,LINDENHURST,NY,2214,2238,A. BERGER PAPER PRODUCTS,,LINDENHURST,NY,Active,Active
4764,4764,5050,A. BOHRER,,MOONACHIE,NJ,4764,5050,A. BOHRER,,MOONACHIE,NJ,Active,Active
4448,4448,4517,"A. HAUPT, INC.",,MASPETH,NY,4448,4517,"A. HAUPT, INC.",,MASPETH,NY,Active,Active
2188,2188,2212,A. LISS & CO. INC.,,WOODSIDE,NY,2188,2212,A. LISS & CO. INC.,,WOODSIDE,NY,Active,Active
12635,13111,X804,"A. MACCHIONE BROTHERS, INC.",,HACKENSACK,NJ,13111,X804,"A. MACCHIONE BROTHERS, INC.",amaccbros@yahoo.com,HACKENSACK,NJ,Active,Active
14307,15911,R644,A. Molly Company Environmental Services,info@amolly.com,SOUTH ORANGE ,NJ,15911,R644,A. Molly Company Environmental Services,info@amolly.com,SOUTH ORANGE ,NJ,Active,Active
3603,3603,3627,A. SHEFTEL & SONS INC.,,ALLENTOWN,PA,3603,3627,A. SHEFTEL & SONS INC.,,ALLENTOWN,PA,Active,Active
8208,8208,8161,A. STARR MUSIC LLC,,NEW PROVIDENCE,NJ,8208,8161,A. STARR MUSIC LLC,,NEW PROVIDENCE,NJ,Active,Active
4630,4630,4706,A..L. CONSULTING SERVICES,,EAST MEADOW,NY,4630,4706,A..L. CONSULTING SERVICES,,EAST MEADOW,NY,Inactive,Inactive
9225,9225,1939,A..N.A. PAINTIN CORP.,,HACKENSACK,NJ,9225,1939,A..N.A. PAINTIN CORP.,,HACKENSACK,NJ,Active,Active
11667,11693,X005,A.A. CARPET LTD INC,,MT. VERNON,NY,11693,X005,A.A. CARPET LTD INC,deeppile6@aol.com,MT. VERNON,NY,Active,Active
11997,12035,X190,"A.A. DUCKETT, INC",,TRENTON,NJ,12035,X190,"A.A. DUCKETT, INC",,TRENTON,NJ,Inactive,Inactive
11855,12035,X190,"A.A. DUCKETT, INC",gseaman@aaduckett.com,TRENTON,NJ,12035,X190,"A.A. DUCKETT, INC",,TRENTON,NJ,Inactive,Inactive
31,31,0021,A.A.H.P.E.R.D.  PUB.,,RESTON,VA,31,0021,A.A.H.P.E.R.D.  PUB.,,RESTON,VA,Active,Active
473,473,044B,A.B. DICK CO.,,ROCHESTER,NY,473,044B,A.B. DICK CO.,,ROCHESTER,NY,Active,Active
469,469,0447,A.B. DICK COMPANY,,ROCHESTER,NY,469,0447,A.B. DICK COMPANY,,,,Inactive,Inactive
462,462,0440,A.B.DICK CO.,,ROCHESTER,NY,462,0440,A.B.DICK CO.,,ROCHESTER,NY,Inactive,Inactive
511,511,0487,A.B.DICK CO.,,SO. PLAINFIELD,NJ,511,0487,A.B.DICK CO.,,SO. PLAINFIELD,NJ,Inactive,Inactive
6342,6342,7308,A.B.DICK COMPANY,,ROCHESTER,NY,6342,7308,A.B.DICK COMPANY,,ROCHESTER,NY,Active,Active
4729,4729,5014,A.B.I. TECH,,ROCHESTER,NY,4729,5014,A.B.I. TECH,,ROCHESTER,NY,Active,Active
5881,5881,6826,"A.C. COLBY MACHINERY CO., INC.",,MINEOLA,NY,5881,6826,"A.C. COLBY MACHINERY CO., INC.",,MINEOLA,NY,Active,Active
3862,3862,3898,"A.C. DAUGHTRY, INC.",,MONTVILLE,NJ,3862,3898,"A.C. DAUGHTRY, INC.",davidk@acdsecurity.com,MONTVILLE,NJ,Inactive,Inactive
11673,11704,X010,"A.C. DAUGHTRY, INC.",,MONTVILLE,NJ,11704,X010,"A.C. DAUGHTRY, INC.",joshc@acdsecurity.com,MONTVILLE,NJ,Active,Active
2808,2808,2844,A.C. ELECTRIC SUPPLY,,CAPE MAY CH,NJ,2808,2844,A.C. ELECTRIC SUPPLY,,CAPE MAY CH,NJ,Active,Active
12886,13400,0234,"A.C. MCGUNNIGLE & COMPANY, INC.",mcgunnigle@verizon.net,KENILWORTH,NJ,13400,0234,"A.C. MCGUNNIGLE & COMPANY, INC.",mcgunnigle@verizon.net,KENILWORTH,NJ,Active,Active
8127,8127,8448,A.C. MOORE,,,  ,8127,8448,A.C. MOORE,,,,Inactive,Inactive
4124,4124,4173,"A.C. SCHULTES, INC.",,WOODBURY HEIGHTS,NJ,4124,4173,"A.C. Schultes, Inc.",edie@acschultes.com,WOODBURY HEIGHTS,NJ,Active,Active
9514,9514,,A.D.D. WareHouse,www.addwarehouse.com,Plantation,FL,9514,,A.D.D. WareHouse,www.addwarehouse.com,Plantation,FL,Inactive,Active
498,498,0474,A.E. MACADM & CO.,,MELVILLE,NY,498,0474,A.E. MACADM & CO.,,MELVILLE,NY,Inactive,Inactive
14088,15483,R554,"A.E. STONE, INC.",,EGG HARBOR TWP.,NJ,15483,R554,"A.E. STONE, INC.",info@apexsj.com,EGG HARBOR TWP.,NJ,Active,Active
5010,5010,5682,A.F. ROCKLAND PLUMBING,,ORANGEBURG,NY,5010,5682,A.F. ROCKLAND PLUMBING,,ORANGEBURG,NY,Active,Active
4633,4633,4709,A.H. HUMMERT SEED CO.,,EARTH CITY,MO,4633,4709,A.H. HUMMERT SEED CO.,,EARTH CITY,MO,Active,Active
2293,2293,2325,A.K.A. SPORTING GOODS INC.,,SO. PLAINFIELD,NJ,2293,2325,A.K.A. SPORTING GOODS INC.,,SO. PLAINFIELD,NJ,Active,Active
11669,11700,X006,"A.L.M. ELECTRIC CO., INC",,BOONTON,NJ,11700,X006,"A.L.M. ELECTRIC CO., INC",pruccio@almelect.com,BOONTON,NJ,Active,Active
4334,4334,4390,A.M. LEONARD,,PIQUA,OH,4334,4390,A.M. LEONARD,info@amleo.com,PIQUA,OH,Active,Active
12538,12918,X749,A.M.E. Inc.,,Fairfield,NJ,12918,X749,A.M.E. Inc.,accounting@ame-inc.com,Fairfield,NJ,Active,Active
12112,12210,X439,"A.M.K. ELECTRICAL, LLC",,Rutherford,NJ,12210,X439,"A.M.K. ELECTRICAL, LLC",andrewkunz@verizon.net,Rutherford,NJ,Active,Active
2970,2970,3007,A.M.L. DISTRIBUTING CO.,,GREAT NECK,NY,2970,3007,A.M.L. DISTRIBUTING CO.,,GREAT NECK,NY,Active,Active
1471,1471,1469,A.M.S. AUTO SUPPLY,,THORNWOOD,NY,1471,1469,A.M.S. AUTO SUPPLY,,THORNWOOD,NY,Active,Active
7521,7521,9315,A.N. PALMER,,SCHAUMBURG,IL,7521,9315,A.N. PALMER,,SCHAUMBURG,IL,Active,Active
11670,11701,X007,A.N.A. PAINTING CORP.,,HACKENSACK,NJ,11701,X007,A.N.A. PAINTING CORP.,anapainting@aol.com,HACKENSACK,NJ,Active,Active
15090,1610724,8983,A.O.M. Inc dba Creative Kids,isaac@creativekidsteacherstore.com,Lakewood,NJ,1610724,8983,A.O.M. Inc dba Creative Kids,bookkeeper@creativekidsteacherstore.com,Lakewood,NJ,Active,Active
1872,1872,1890,"A.R.T. STUDIO CLAY CO., INC.",,STURTEVANT,WI,1872,1890,"A.R.T. STUDIO CLAY CO., INC.",,STURTEVANT,WI,Inactive,Inactive
12510,12877,X723,A.T. EQUIPMENT SALES CORPORATION,,SCARSDALE,NY,12877,X723,A.T. EQUIPMENT SALES CORPORATION,george@atequipmentsales.com,SCARSDALE,NY,Active,Active
10407,10407,1381,"A.TITAN INSTRUMENTS, INC.",www.atitan.com,HAMBURG,NY,10407,1381,"A.TITAN INSTRUMENTS, INC.",info@atitan.com,HAMBURG,NY,Active,Active
12727,13051,8138,A.W. Meyer,,RIDGEFIELD,NJ,13051,8138,A.W. Meyer,jbaley@awmeyer.com,RIDGEFIELD,NJ,Active,Active
6336,6336,7302,A.W. PELLER & ASSOC.,,HAWTHORNE,NJ,6336,7302,A.W. PELLER & ASSOC.,,HAWTHORNE,NJ,Active,Active
15049,1610610,T309,A1 COMMUNITY CESSPOOL SERVICES,,ISLANDIA,NY,1610610,T309,A1 Community Cesspool Services,gap725@aol.com,ISLANDIA,NY,Active,Active
15425,1620972,T490,A1 Construction Service Inc.,ac@a1constructionservice.com,North Bellmore,NY,1620972,T490,A1 Construction Service Inc.,ac@a1constructionservice.com,North Bellmore,NY,Active,Active
15842,1711098,9648,A1 School Supplies ,cindy@a1schoolsupplies.com,Brooklyn,NY,1711098,9648,A1 School Supplies ,cindy@a1schoolsupplies.com,Brooklyn,NY,Active,Active
14667,1432069,8744,"A2S, INC.",tmw@a2s.com,HAUPPAUGE,NY,1432069,8744,"A2S, Inc.",tmw@a2s.com,HAUPPAUGE,NY,Active,Active
6536,6536,7521,A3 HEADWEAR,,PRINCETON,NJ,6536,7521,A3 HEADWEAR,,PRINCETON,NJ,Active,Active
14959,1434625,T267,AA COMPLETE PROPERTY SERVICE,carlton0415@optonline.net,NEWARK,NJ,1434625,T267,AA COMPLETE PROPERTY SERVICE,,NEWARK,NJ,Inactive,Inactive
1337,1337,1329,AA DISCOUNT OFFICE SUPPLY,,MAHWAH,NJ,1337,1329,AA DISCOUNT OFFICE SUPPLY,,MAHWAH,NJ,Active,Active
12347,12600,X618,AA ELECTRICAL CONTRACTORS & DESIGN INC.,,FREEHOLD,NJ,12600,X618,AA ELECTRICAL CONTRACTORS & DESIGN INC.,info@2aelectrical.com,FREEHOLD,NJ,Active,Active
14945,1434611,T259,"AAA Advanced Plumbing & Drain Cleaning, Inc.",advancedplmbg@aol.com,Woodland Park,NJ,1434611,T259,"AAA Advanced Plumbing & Drain Cleaning, Inc.",office@advancedplumbinganddrain.com,Woodland Park,NJ,Active,Active
3389,3389,3410,AAA BIG & TAG CO.,,CHICAGO,IL,3389,3410,AAA BIG & TAG CO.,info@aaapricetag.com,CHICAGO,IL,Inactive,Inactive
7158,7158,8555,AAA COMPUTER TECHNOLOGY PLUS,,LEVITTOWN,NY,7158,8555,AAA COMPUTER TECHNOLOGY PLUS,,LEVITTOWN,NY,Active,Active
13142,14013,R025,"AAA COOLERATION SERVICE, INC.",aaacool1962@yahoo.com,GARNERVILLE,NY,14013,R025,"AAA COOLERATION SERVICE, INC.",info@aaacool.com,GARNERVILLE,NY,Active,Active
15043,1610603,T304,"AAA EQUIPMENT RENTALS, INC.",aaaequipmentrentals@gmail.com,NYACK,NY,1610603,T304,"AAA EQUIPMENT RENTALS, INC.",aaaequipmentrentals@gmail.com,NYACK,NY,Active,Active
15666,1623333,T613,AAA Facility Solutions ,armando.aaafs@gmail.com,Randolph,NJ,1623333,T613,AAA Facility Solutions ,armando.aaafs@gmail.com,Randolph,NJ,Active,Active
14994,1566579,T277,AAA FACILITY SOLUTIONS LLC,,EDGEWATER,NJ,1566579,T277,AAA FACILITY SOLUTIONS LLC,frank.aaafs@gmail.com,EDGEWATER,NJ,Active,Active
2794,2794,2830,AAA JANITORIAL SUPPLIES,,SPRING VALLEY,NY,2794,2830,AAA JANITORIAL SUPPLIES,,SPRING VALLEY,NY,Active,Active
14158,15564,L040,AAA Lead Professionals,,LAKEWOOD,NJ,15564,L040,AAA Lead Professionals,info@aaaleadpro.com,LAKEWOOD,NJ,Active,Active
14308,15912,R645,"AAA LEAD, ASBESTOS & MOLD",,MANALAPAN TWP.,NJ,15912,R645,"AAA LEAD, ASBESTOS & MOLD",,MANALAPAN TWP.,NJ,Inactive,Inactive
14293,15865,6896,"AAA OFFICE SUPPLIES, INC.",christianp@aaaofficesupplies.com,WOODINVILLE,WA,15865,6896,"AAA OFFICE SUPPLIES, INC.",,WOODINVILLE,WA,Inactive,Inactive
11671,11702,X008,AAA PAVING & CONTRACTING INC,,TALLMAN,NY,11702,X008,AAA PAVING & CONTRACTING INC,aaamikes@yahoo.com,TALLMAN,NY,Active,Active
14301,15900,R638,"AAA PEST CONTROL, LLC",,GARFIELD,NJ,15900,R638,"AAA PEST CONTROL, LLC",dskiba85@gmail.com,GARFIELD,NJ,Active,Active
3514,3514,3535,"AAA QUALITY MAINTENANCE, INC.",,PRINCETON,NJ,3514,3535,"AAA QUALITY MAINTENANCE, INC.",kevec@aol.com,PRINCETON,NJ,Active,Active
4517,4517,4590,AAA TRIPE A SUPPLIES INC.,,NEWBURGH,NY,4517,4590,AAA TRIPE A SUPPLIES INC.,,NEWBURGH,NY,Active,Active
8162,8162,,aaaaaaaaaaaa,,,  ,8162,,aaaaaaaaaaaa,,,,Inactive,Active
8365,8365,,aaadisplays.com,quotes@aaadisplays.com,Jacksonville,FL,8365,,aaadisplays.com,quotes@aaadisplays.com,Jacksonville,FL,Inactive,Active
2964,2964,3001,AACO HARDWARE,,BERGENFIELD,NJ,2964,3001,AACO HARDWARE,,BERGENFIELD,NJ,Active,Active
15401,1620946,9306,AAF FLANDERS,,,,1620946,9306,AAF FLANDERS,,,,Inactive,Inactive
3918,3918,3959,AAI/NORMAN R.,,SOUTH ORANGE,NJ,3918,3959,AAI/NORMAN R.,,SOUTH ORANGE,NJ,Inactive,Inactive
14699,1432122,R882,AARCO ENVIRONMENTAL SERVICES,,WOODBRIDGE,NJ,1432122,R882,AARCO ENVIRONMENTAL SERVICES,info@aarcoenvironmental.com,WOODBRIDGE,NJ,Active,Active
12918,13457,0587,"Aarco Products, Inc.",sales@aarcoproducts.com,YAPHANK,NY,13457,0587,"Aarco Products, Inc.",christine@aarcoproducts.com,Yaphank,NY,Active,Active
13313,14195,3789,AARDVARK PROMOTIONAL PRODUCTS,,WEST BABYLON,NY,14195,3789,AARDVARK PROMOTIONAL PRODUCTS,mike@aardvarkpromos.com,WEST BABYLON,NY,Active,Active
2881,2881,2918,AARDVARK SWIM & SPORT,,CHANTILLY,VA,2881,2918,AARDVARK SWIM & SPORT,sales@aardvarkswim.com,CHANTILLY,VA,Active,Active
13162,2881,2918,AARDVARK SWIM & SPORT,,CHANTILLY,VA,2881,2918,AARDVARK SWIM & SPORT,sales@aardvarkswim.com,CHANTILLY,VA,Active,Active
4676,4676,4752,AARON & COMPANY,,NEW BRUNSWICK,NJ,4676,4752,AARON & COMPANY,,NEW BRUNSWICK,NJ,Inactive,Inactive
5504,5504,6352,AARON LIPPMAN CO.,,NEWARK,NJ,5504,6352,AARON LIPPMAN CO.,,NEWARK,NJ,Active,Active
12781,13286,5115,AARON SOLUTIONS COMPANY,,LANGHORNE,PA,13286,5115,AARON SOLUTIONS COMPANY,info@aaronsolutionsco.com,LANGHORNE,PA,Active,Active
2882,2882,2919,AAROW PRODUCTION,,FREEPORT,NY,2882,2919,AAROW PRODUCTION,,FREEPORT,NY,Active,Active
549,549,0525,AAVIM,,WONTERVILLE,GA,549,0525,AAVIM,,WONTERVILLE,GA,Inactive,Inactive
4906,4906,5401,AB + S,,ELIZABETH N.J. 07202,54,4906,5401,AB + S,,ELIZABETH N.J. 07202,54,Active,Active
14939,1434605,T253,AB&C HOME IMPROVEMENTS,bmisyak@gmail.com,BRANCHVILLE,NJ,1434605,T253,AB&C HOME IMPROVEMENTS,bmisyak@gmail.com,BRANCHVILLE,NJ,Active,Active
1949,1949,1968,Abacus Sports Installations,,Lancaster,PA,1949,1968,Abacus Sports Installations,steve@abacussports.com,Lancaster,PA,Active,Active
4892,4892,5291,ABALINE SUPPLY,,LAKEWOOD,NJ,4892,5291,ABALINE SUPPLY,yfishman@abalinesupply.com,LAKEWOOD,NJ,Active,Active
6129,6129,7097,ABALINE SUPPLY,yfishman@abalinesupply.com,PORT READING,NJ,6129,7097,ABALINE SUPPLY,clarencep@abalinesupply.com,PORT READING,NJ,Active,Active
13531,14414,R221,"ABATE TECH, INC.",,LUMBERTON,NJ,14414,R221,"ABATE TECH, INC.",jimmy@abatetechinc.com,LUMBERTON,NJ,Active,Active
13093,13923,1811,"ABBALLE PLUMBING & HEATING SUPPLY CO., INC.",angel@abballe.com,WILLISTON PARK,NY,13923,1811,"ABBALLE PLUMBING & HEATING SUPPLY CO., INC.",angelo@abballe.com,WILLISTON PARK,NY,Active,Active
1796,13923,1811,"ABBALLE PLUMBING & HEATING SUPPLY CO., INC.",angelo@abballe.com,WILLISTON PARK,NY,13923,1811,"ABBALLE PLUMBING & HEATING SUPPLY CO., INC.",angelo@abballe.com,WILLISTON PARK,NY,Active,Active
1071,1071,1050,ABBE LUMBER CO.,,AVENEL,NJ,1071,1050,Abbe Lumber Co.,miken@abbelumber.com,AVENEL,NJ,Active,Active
1831,1831,1847,ABBEY ICE COMPANY,,SPRING VALLEY,NY,1831,1847,ABBEY ICE COMPANY,,SPRING VALLEY,NY,Active,Active
3356,3356,3379,ABBEY RENT ALL,,HICKSVILLE,NY,3356,3379,ABBEY RENT ALL,,HICKSVILLE,NY,Active,Active
12272,12517,X562,ABBRY SECURITY,,BLOOMFIELD,NJ,12517,X562,ABBRY SECURITY,abbrysecurity@ocnj.org,BLOOMFIELD,NJ,Inactive,Inactive
8059,8059,,ABC,,,  ,8059,,ABC,,,,Inactive,Active
8073,8073,,ABC,,,  ,8073,,ABC,,,,Inactive,Active
12224,12452,X522,ABC FIRE & SAFETY INC.,,KENILWORTH,NJ,12452,X522,ABC FIRE & SAFETY INC.,abcfyre@aol.com,KENILWORTH,NJ,Active,Active
15355,1620898,9258,ABC Music NY LLC ,,Bay Shore,NY,1620898,9258,ABC Music NY LLC ,,Bay Shore,NY,Inactive,Inactive
8704,8704,0018,ABC SCHOOL SUPPLY,ORDERS@ABCSCHOOLSUPPLY.COM,LANDISVILLE,PA,8704,0018,ABC SCHOOL SUPPLY,ORDERS@SCHOOLSPECIALTY.COM,LANDISVILLE,PA,Active,Active
27,27,0018,ABC SCHOOL SUPPLY,,WESTBURY,NY,27,,,,,,Inactive,Inactive
914,914,0902,"ABC SCHOOL SUPPLY, INC.",,APPLETON,WI,914,0902,"ABC SCHOOL SUPPLY, INC.",bideastnotices@schoolspecialty.com,APPLETON,WI,Active,Active
14288,15813,R629,ABCO HVACR SUPPLY & SOLUTIONS,badams@abco.co,LAKEWOOD,NJ,15813,R629,ABCO HVACR SUPPLY & SOLUTIONS,badams@abco.co,LAKEWOOD,NJ,Inactive,Inactive
10077,10077,,ABCO Refrigeration,,Totowa,NJ,10077,,ABCO Refrigeration,,Totowa,NJ,Inactive,Active
7008,7008,8308,ABCO REFRIGERATION SUPPLY,,WHITE PLAINS,NY,7008,8308,ABCO REFRIGERATION SUPPLY,,WHITE PLAINS,NY,Active,Active
5120,5120,5796,ABCO REFRIGERATOR SUPPLY,,HICKSVILLE,NY,5120,5796,ABCO REFRIGERATOR SUPPLY,,HICKSVILLE,NY,Active,Active
8074,8074,,ABD SCHOOL SUPPLIES,,CHAMPLAIN,NY,8074,1053,ABD SCHOOL SUPPLIES,,CHAMPLAIN,NY,Active,Active
1074,8074,1053,ABD SCHOOL SUPPLIES,,CHAMPLAIN,NY,8074,1053,ABD SCHOOL SUPPLIES,,CHAMPLAIN,NY,Active,Active
11685,11717,X021,ABE Fran LLC dba All Bright Electric ,,WEST NYACK ,NY,11717,X021,ABE Fran LLC dba All Bright Electric ,mbauersachs@allbrightelectric.com,WEST NYACK ,NY,Active,Active
7206,7206,8612,ABEE PRINTING CORP,,BOHEMIA,NY,7206,8612,ABEE PRINTING CORP,,BOHEMIA,NY,Active,Active
7569,7569,9438,ABEKA BOOKS,,PENSACOLA,FL,7569,9438,ABEKA BOOKS,,PENSACOLA,FL,Active,Active
8611,8611,,Abilities,,Metuchen,NJ,8611,,Abilities,,Metuchen,NJ,Inactive,Active
14567,1429924,R804,"ABITRONIX, LLC",halmaida@abitronix.com,FLANDERS,NJ,1429924,R804,"Abitronix, LLC",halmeida@abitronix.com,FLANDERS,NJ,Active,Active
8650,8650,8284,ABIUTEES,,METUCHEN ,NJ,8650,8284,ABIUTEES,,METUCHEN ,NJ,Active,Active
13534,14417,R224,"ABJ SPRINKLER, INC.",,GLASSBORO,NJ,14417,R224,"ABJ SPRINKLER, INC.",abjoffice@abjsprinkler.com,GLASSBORO,NJ,Active,Active
7377,7377,9011,ABLE AMERICA SUPPLY CO.,,HACKETTSTOWN,NJ,7377,9011,ABLE AMERICA SUPPLY CO.,,HACKETTSTOWN,NJ,Active,Active
13811,14983,R388,ABLE CLEANING SERVICE,info@AbleCleaningInc.com,DELRAN,NJ,14983,R388,ABLE CLEANING SERVICE,info@AbleCleaningInc.com,DELRAN,NJ,Active,Active
13217,14099,R060,"ABLE COMMERCIAL REPAIR, INC.",acrnj@comcas.net,TOMS RIVER,NJ,14099,R060,"ABLE COMMERCIAL REPAIR, INC.",info@ablemechanical.com,TOMS RIVER,NJ,Inactive,Inactive
12998,13739,X961,ABLE MECHANICAL INC.,,RED BANK,NJ,13739,X961,ABLE MECHANICAL INC.,service@ablemechanical.com,RED BANK,NJ,Active,Active
4873,4873,5272,ABLE OFFICE PRODUCTS,,SOUTH PLAINFIELD,NJ,4873,5272,ABLE OFFICE PRODUCTS,,SOUTH PLAINFIELD,NJ,Inactive,Inactive
15626,1623285,T582,Able Painting Company LLC ,ablepaintingcompanyllc@gmail.com,Ewing,NJ,1623285,T582,Able Painting Company LLC ,ablepaintingcompanyllc@gmail.com,Ewing,NJ,Active,Active
13273,14155,R112,ABM ,daniel.mucci@abm.com,HAWTHORNE,NY,14155,R112,ABM ,,HAWTHORNE,NY,Inactive,Inactive
15473,1621020,T519,ABM Building Solutions ,alvaro.ramirezjr@abm.com,Piscataway,NJ,1621020,T519,ABM Building Solutions ,alvaro.ramirezjr@abm.com,Piscataway,NJ,Active,Active
13802,14972,R382,ABM Onsite Services,evan.gugliuzza@abm.com,Kenilworth,NJ,14972,R382,ABM Onsite Services,evan.gugliuzza@abm.com,Kenilworth,NJ,Active,Active
14811,1432266,8788,"ABM, INC.",,New York,NY,1432266,8788,"ABM, INC.",mike.manfre@abm.com,New York,NY,Active,Active
14026,15395,R509,"ABOFFS PAINTS, INC.",,HUNTINGTON ,NY,15395,R509,"ABOFFS PAINTS, INC.",jtaylor@aboffs.com,HUNTINGTON ,NY,Active,Active
4508,4508,4581,ABOLINS INCORPORATED,,TACOMA,WA,4508,4581,ABOLINS INCORPORATED,,TACOMA,WA,Active,Active
14716,1432139,R899,ABOVE IT ALL ROOFING,frank@1aboveitall.com,DOVER,NJ,1432139,R899,ABOVE IT ALL ROOFING,frank.aboveitallroofing@yahoo.com,DOVER,NJ,Active,Active
14996,1566581,T279,ABOVE LEVEL FENCING,,SOMERDALE,NJ,1566581,T279,ABOVE LEVEL FENCING,straitz523@gmail.com,SOMERDALE,NJ,Active,Active
14499,15989,R770,"ABR CONTROLS, LLC",pipp@ptd.net,MORRISVILLE,PA,15989,R770,"ABR CONTROLS, LLC",pipp@ptd.net,MORRISVILLE,PA,Active,Active
5905,5905,6850,ABRASIVE ACCESSORIES,,FRISCO,TX,5905,6850,ABRASIVE ACCESSORIES,,FRISCO,TX,Active,Active
7860,7860,5426,ABRASIVE EXPRESS,"challam@ix,netcom.com",CHANDLER,AZ,7860,5426,ABRASIVE EXPRESS,,CHANDLER,AZ,Inactive,Inactive
16425,1711959,M011,ABS Facility Solutions,esteban.cardona@absfacilitysolutions.com,Blackwood,NJ,1711959,M011,ABS Facility Solutions,esteban.cardona@absfacilitysolutions.com,Blackwood,NJ,Active,Active
11672,11703,X009,ABS Pump Repair Inc.,,FARMINGDALE,NY,11703,X009,ABS Pump Repair Inc.,robert.lach@gmail.com,FARMINGDALE,NY,Active,Active
2855,2855,2892,ABS PUMP REPAIR INC.,,FARMINGDALE,NY,2855,2892,ABS PUMP REPAIR INC.,,FARMINGDALE,NY,Inactive,Inactive
12303,12550,X592,"ABSOLUTE COATINGS, INC.",,NEW ROCHELLE,NY,12550,X592,"ABSOLUTE COATINGS, INC.",kfreeman@absolutecoatings.com,NEW ROCHELLE,NY,Active,Active
1960,1960,1979,"ABSOLUTE CONNECTIONS, INC.",,WEST PARK,NY,1960,1979,"ABSOLUTE CONNECTIONS, INC.",saraa@absoluteconnections.com,WEST PARK,NY,Active,Active
1486,1486,1485,Absolute Fence Services Inc.,,Lincoln Park,NJ,1486,1485,Absolute Fence Services Inc.,viceftimoski13@gmail.com,Lincoln Park,NJ,Active,Active
8824,8824,8468,Absolute Fencing Gear Inc.,info@absolutefencinggear.com,Bridgewater,NJ,8824,8468,Absolute Fencing Gear Inc.,info@absolutefencinggear.com,Bridgewater,NJ,Active,Active
12475,12762,X696,"ABSOLUTE GENERAL CONTRACTING, INC.",,BROOKLYN,NY,12762,X696,"ABSOLUTE GENERAL CONTRACTING, INC.",mhussain@absolutegci.com,BROOKLYN,NY,Active,Active
3237,3237,3261,"ABSOLUTE PACKAGING & SUPPLY, INC.",,PATERSON,NJ,3237,3261,"ABSOLUTE PACKAGING & SUPPLY, INC.",anthony@absolutepackaging.com,PATERSON,NJ,Active,Active
12669,13153,X810,"ABSOLUTE PROTECTIVE SYSTEMS, INC.",,EDISON,NJ,13153,X810,"ABSOLUTE PROTECTIVE SYSTEMS, INC.",danc@absps.com,EDISON,NJ,Active,Active
15431,1620978,T494,ABSTRACT ROOFING & CONSTRUCTION CO.,pryan@arcjc.co,JERSEY CITY,NJ,1620978,T494,ABSTRACT ROOFING & CONSTRUCTION CO.,pryan@arcjc.co,JERSEY CITY,NJ,Active,Active
15220,1614888,T394,AC Daughtry Inc ,heatherk@acdsecurity.com,Montville,NJ,1614888,T394,AC Daughtry Inc ,heatherk@acdsecurity.com,Montville,NJ,Active,Active
5712,5712,6569,"AC ENVELOPE, INC.",,FARMINGDALE,NY,5712,6569,"AC ENVELOPE, INC.",acenvelope@optonline.net,FARMINGDALE,NY,Active,Active
7872,7872,5785,AC RADIO SUPPLY INC,,PHILADELPHIA,PA,7872,5785,AC RADIO SUPPLY INC,,PHILADELPHIA,PA,Active,Active
13116,13862,2199,AC SPORTSWEAR INC.,,AMITYVILLE,NY,13862,2199,AC SPORTSWEAR INC.,,AMITYVILLE,NY,Inactive,Inactive
7263,7263,8675,AC SUPPLY CO.,,ST. CHARLES,MO,7263,8675,AC SUPPLY CO.,,ST. CHARLES,MO,Inactive,Inactive
13331,14213,3893,AC Video Solutions,andrea@acvideosolutions.com,Roseland,NJ,14213,3893,AC Video Solutions,andrea@acvideosolutions.com,Roseland,NJ,Active,Active
3857,14213,3893,AC Video Solutions,andrea@acvideosolutions.com,Roseland,NJ,14213,3893,AC Video Solutions,andrea@acvideosolutions.com,Roseland,NJ,Active,Active
4480,4480,4549,"ACADEMIC BOOK SERVICES, INC.",,ATLANTA,GA,4480,4549,"ACADEMIC BOOK SERVICES, INC.",,ATLANTA,GA,Active,Active
8401,8401,T194,Academic Communication Assoc.,,OCEANSIDE,CA,8401,T194,Academic Communication Assoc.,,OCEANSIDE,CA,Active,Active
2112,2112,2131,ACADEMIC HOMECARE & SURGICAL,,FREEHOLD,NJ,2112,2131,ACADEMIC HOMECARE & SURGICAL,,FREEHOLD,NJ,Active,Active
9835,9835,F002,ACADEMIC INNOVATIONS          ,,,,9835,F002,ACADEMIC INNOVATIONS          ,,,,Active,Active
1638,1638,1640,ACADEMIC MUSIC SERVICES,,NASHUA,NH,1638,1640,Academic Music Services,wmessinger@gmail.com,NASHUA,NH,Active,Active
